[RECRUITMENT]
Fecha	28/01/26 17:25:11
Archivo	SERVO-U_42376_260128-172511_BreathTrends.txt
Ventilador	42376 
Sistema	4.4 
Versión	4.4.0.78be7bed 
Estado de control preliminar	Pasado
Última ejecución de control preliminar	28/01/26 16:52:29
Date format	dd/MM/yy
Language setting	es_ES
Decimal separator	POINT
==========
Hora inicio maniobra reclutamiento	16:25:11
Hora final maniobra reclutamiento	17:25:11
Intervalo de tiempo	60 Minutos

[DATA]
Tiempo	Cdin. (ml/cmH2O)	Pei (cmH2O)	PEEP (cmH2O)	Vce. (ml)	Vci (ml)	Pactividad (cmH2O)	I:E ()	F resp. (resp/min)	VcCO2 ()	IE ()	PL ei (cmH2O)	PL ee (cmH2O)	PL activ. (cmH2O)
17:15:31	***	9	4.3	1866	2030	***	 	40	 	 	 	 	 	
17:15:33	***	8	4.7	1893	1933	***	 	37	 	 	 	 	 	
17:15:35	***	8	4.5	1907	1941	***	 	35	 	 	 	 	 	
17:15:36	***	8	4.6	187	1834	***	 	35	 	 	 	 	 	
17:15:37	***	8	4.9	71	303	***	 	38	 	 	 	 	 	
17:15:38	#41.7	8	4.7	60	56	***	 	37	 	 	 	 	 	
17:15:38	#19.7	8	4.2	82	75	***	 	38	 	 	 	 	 	
17:15:39	25.9	8	4.2	107	107	***	 	40	 	 	 	 	 	
17:15:40	25.9	8	4.2	107	107	***	 	40	 	 	 	 	 	
17:15:40	26.0	8	4.2	105	108	***	 	41	 	 	 	 	 	
17:15:41	25.2	8	4.3	105	108	***	 	42	 	 	 	 	 	
17:15:42	25.6	8	4.2	105	108	***	 	46	 	 	 	 	 	
17:15:43	25.7	8	4.3	123	107	***	 	46	 	 	 	 	 	
17:15:43	#28.5	8	4.0	130	113	***	 	47	 	 	 	 	 	
17:15:45	#19.0	11	4.6	1563	1.3	***	 	46	 	 	 	 	 	
17:15:46	***	8	4.2	140	1811	***	 	47	 	 	 	 	 	
17:15:48	***	8	4.7	1558	39	***	 	48	 	 	 	 	 	
17:15:49	***	8	5.7	1287	1739	***	 	46	 	 	 	 	 	
17:15:50	***	9	4.1	129	1318	***	 	45	 	 	 	 	 	
17:15:51	***	8	4.6	69	73	***	 	46	 	 	 	 	 	
17:15:52	23.5	8	4.3	79	73	***	 	47	 	 	 	 	 	
17:15:53	22.7	8	4.1	101	100	***	 	48	 	 	 	 	 	
17:15:53	#26.5	8	4.2	103	105	***	 	48	 	 	 	 	 	
17:15:54	#26.5	8	4.2	87	95	***	 	51	 	 	 	 	 	
17:15:55	#24.6	8	4.1	93	95	***	 	52	 	 	 	 	 	
17:15:56	22.6	8	4.1	94	96	***	 	52	 	 	 	 	 	
17:15:56	#26.7	8	4.1	85	86	***	 	55	 	 	 	 	 	
17:15:57	23.5	8	4.2	91	91	***	 	56	 	 	 	 	 	
17:15:58	24.8	8	4.1	94	95	***	 	57	 	 	 	 	 	
17:15:58	***	6	5.8	0.1	45	***	 	61	 	 	 	 	 	
17:16:00	***	6	5.8	0.1	45	***	 	58	 	 	 	 	 	
17:16:01	***	22	7.6	330	380	***	4.9 : 1	62	 	 	 	 	 	
17:16:03	22.0	25	7.8	376	400	***	4.6 : 1	60	 	 	 	 	 	
17:16:04	22.1	25	7.5	386	403	***	4.5 : 1	61	 	 	 	 	 	
17:16:06	22.1	25	7.5	386	402	***	4.4 : 1	63	 	 	 	 	 	
17:16:08	22.0	25	7.5	387	403	***	4.4 : 1	62	 	 	 	 	 	
17:16:09	22.0	25	7.7	386	402	***	4.4 : 1	60	 	 	 	 	 	
17:16:11	22.0	25	7.7	386	403	***	4.6 : 1	57	 	 	 	 	 	
17:16:13	22.2	25	7.4	397	403	***	4.2 : 1	55	 	 	 	 	 	
17:16:14	22.3	25	7.1	387	404	***	3.7 : 1	52	 	 	 	 	 	
17:16:16	22.2	25	7.4	382	403	***	4.3 : 1	51	 	 	 	 	 	
17:16:18	22.4	25	7.5	390	403	***	4.3 : 1	51	 	 	 	 	 	
17:16:19	22.3	25	7.6	386	402	***	4.5 : 1	52	 	 	 	 	 	
17:16:21	22.1	25	7.2	385	402	***	2.9 : 1	50	 	0.95	 	 	 	
17:16:23	22.2	25	7.2	388	403	***	3.0 : 1	48	 	0.95	 	 	 	
17:16:24	22.4	25	7.6	387	402	***	4.5 : 1	46	 	0.95	 	 	 	
17:16:26	22.4	25	7.6	387	403	***	4.5 : 1	43	 	0.95	 	 	 	
17:16:28	22.3	25	7.2	389	403	***	3.2 : 1	40	 	0.95	 	 	 	
17:16:30	22.3	25	7.3	386	403	***	4.2 : 1	38	 	0.95	 	 	 	
17:16:31	22.3	25	7.6	384	404	***	4.5 : 1	38	 	0.95	 	 	 	
17:16:33	22.4	25	7.6	389	403	***	4.5 : 1	36	 	0.95	 	 	 	
17:16:34	22.3	25	7.7	388	404	***	4.4 : 1	36	 	0.95	 	 	 	
17:16:36	22.3	25	7.6	391	404	***	4.5 : 1	36	 	0.94	 	 	 	
17:16:38	22.2	25	7.6	387	402	***	4.5 : 1	36	 	0.95	 	 	 	
17:16:39	22.2	25	7.8	385	402	***	4.6 : 1	36	 	0.95	 	 	 	
17:16:41	22.3	25	7.5	389	403	***	4.3 : 1	36	 	 	 	 	 	
17:16:43	#28.1	11	7.8	1835	388	***	1.3 : 1	35	 	 	 	 	 	
17:16:45	***	24	7.3	90	385	***	5.9 : 1	35	 	 	 	 	 	
17:16:49	21.5	25	7.6	350	385	17	1 : 2.0	33	 	 	 	 	 	
17:16:51	22.5	25	7.5	387	399	***	4.3 : 1	33	 	 	 	 	 	
17:16:52	22.3	25	7.6	385	403	***	4.5 : 1	33	 	 	 	 	 	
17:16:54	22.2	25	7.0	386	403	***	3.7 : 1	33	 	 	 	 	 	
17:16:55	22.1	38	7.2	385	404	***	3.1 : 1	33	 	 	 	 	 	
17:16:57	#10.0	12	8.6	1624	317	***	1.0 : 1	33	 	 	 	 	 	
17:16:58	***	12	7.2	94	1436	***	5.2 : 1	33	 	 	 	 	 	
17:17:00	#28.2	38	7.5	1658	228	***	1 : 1.7	33	 	 	 	 	 	
17:17:03	#76.5	10	7.5	2049	2021	***	1.2 : 1	32	 	 	 	 	 	
17:17:05	***	28	7.7	1519	1568	***	1.1 : 1	31	 	 	 	 	 	
17:17:08	***	28	7.4	1426	1454	***	1.4 : 1	30	 	 	 	 	 	
17:17:10	***	21	7.7	1461	1470	***	1.4 : 1	29	 	 	 	 	 	
17:17:13	***	25	8.0	1515	1712	***	1.0 : 1	28	 	 	 	 	 	
17:17:15	***	25	7.8	1451	1484	***	1.5 : 1	28	 	 	 	 	 	
17:17:17	#148	12	7.3	103	1461	***	5.2 : 1	31	 	 	 	 	 	
17:17:18	#148	24	7.3	103	1461	***	5.2 : 1	31	 	0.96	 	 	 	
17:17:22	21.5	28	7.6	347	386	20	1 : 2.0	28	 	#0.96	 	 	 	
17:17:25	#23.4	28	12	399	416	20	1.3 : 1	27	 	#0.96	 	 	 	
17:17:27	24.9	27	12	346	403	***	1.7 : 1	27	 	#0.96	 	 	 	
17:17:30	27.8	26	12	430	403	***	1.1 : 1	25	 	#0.96	 	 	 	
17:17:31	24.4	33	12	280	404	***	2.3 : 1	25	 	#0.96	 	 	 	
17:17:34	#23.5	33	12	529	391	***	1.4 : 1	25	 	#0.96	 	 	 	
17:17:36	24.6	31	12	495	406	***	1.6 : 1	26	 	#0.96	 	 	 	
17:17:38	26.8	16	12	473	405	***	1.4 : 1	26	 	#0.96	 	 	 	
17:17:40	#66.3	16	12	64	419	***	1.8 : 1	26	 	 	 	 	 	
17:17:44	23.0	28	13	372	386	***	1 : 2.0	25	 	 	 	 	 	
17:17:48	22.6	29	13	377	401	16	1 : 2.0	23	 	 	 	 	 	
17:17:52	22.5	29	13	377	401	16	1 : 2.0	24	 	 	 	 	 	
17:17:56	22.4	29	13	374	402	16	1 : 2.0	21	 	 	 	 	 	
17:18:00	23.6	39	13	402	403	16	1 : 2.0	19	 	 	 	 	 	
17:18:02	#20.9	39	12	583	342	***	1 : 1.4	19	 	 	 	 	 	
17:18:05	#27.3	32	12	667	375	***	1 : 1.1	19	 	 	 	 	 	
17:18:07	#21.7	29	13	466	405	***	3.0 : 1	19	 	 	 	 	 	
17:18:11	#37.7	20	12	736	399	***	1 : 1.8	18	 	 	 	 	 	
17:18:12	#43.3	26	12	248	419	***	2.8 : 1	19	 	 	 	 	 	
17:18:14	#28.7	21	12	407	394	***	2.7 : 1	21	 	 	 	 	 	
17:18:16	45.4	21	12	411	409	***	2.2 : 1	21	 	 	 	 	 	
17:18:18	41.9	22	12	400	401	***	2.4 : 1	21	 	 	 	 	 	
17:18:20	#36.3	25	12	441	400	***	1.5 : 1	23	 	 	 	 	 	
17:18:22	26.7	26	13	355	400	***	4.5 : 1	23	 	 	 	 	 	
17:18:24	#26.3	24	12	339	404	***	2.6 : 1	25	 	 	 	 	 	
17:18:28	33.1	24	13	403	404	***	1 : 2.0	25	 	 	 	 	 	
17:18:30	40.5	23	12	418	405	10	2.3 : 1	25	 	 	 	 	 	
17:18:33	41.2	23	12	406	404	***	1 : 1.4	26	 	 	 	 	 	
17:18:35	38.0	22	13	418	403	***	3.4 : 1	26	 	 	 	 	 	
17:18:38	#46.1	24	12	479	403	***	1 : 1.2	25	 	 	 	 	 	
17:18:39	#38.5	24	13	444	400	***	3.3 : 1	26	 	 	 	 	 	
17:18:41	#55.3	18	12	266	410	***	2.0 : 1	27	 	 	 	 	 	
17:18:43	#112	30	12	94	1092	***	1.4 : 1	27	 	 	 	 	 	
17:18:47	20.0	30	13	346	385	***	1 : 2.0	25	 	 	 	 	 	
17:18:51	22.4	29	13	374	403	16	1 : 2.0	23	 	 	 	 	 	
17:18:53	28.9	29	3.9	796	401	17	2.0 : 1	23	 	 	 	 	 	
17:18:55	#53.8	20	4.3	761	442	***	1.3 : 1	23	 	 	 	 	 	
17:18:57	#35.4	20	4.2	661	398	***	2.5 : 1	26	 	 	 	 	 	
17:18:59	#20.1	22	4.4	305	429	***	2.7 : 1	25	 	 	 	 	 	
17:18:59	#15.9	24	0.6	157	400	***	6.4 : 1	26	 	 	 	 	 	
17:19:04	#15.9	24	4.8	288	6.0	***	1 : 17	25	 	 	 	 	 	
17:19:08	16.8	24	4.5	315	376	***	1 : 2.0	24	 	 	 	 	 	
17:19:11	17.9	27	4.5	415	397	23	1 : 1.1	23	 	 	 	 	 	
17:19:14	16.6	29	4.8	395	400	***	1 : 2.0	21	 	 	 	 	 	
17:19:19	12.7	37	4.6	111	122	***	1 : 9.1	21	 	 	 	 	 	
17:19:23	17.2	24	4.8	320	375	***	1 : 2.0	21	 	 	 	 	 	
17:19:26	17.0	29	4.9	404	394	24	1 : 2.0	19	 	 	 	 	 	
17:19:31	#12.2	28	4.8	186	370	23	1 : 7.1	16	 	 	 	 	 	
17:19:34	16.4	28	4.9	359	370	23	1 : 2.0	15	 	 	 	 	 	
17:19:39	13.7	38	4.8	185	193	***	1 : 7.1	15	 	 	 	 	 	
17:19:43	13.6	38	4.7	180	195	***	1 : 6.7	15	 	 	 	 	 	
17:19:45	#10.6	39	4.8	80	149	***	1 : 2.3	16	 	 	 	 	 	
17:19:49	16.8	27	4.7	369	374	***	1 : 2.0	16	 	 	 	 	 	
17:19:52	16.4	25	4.6	383	400	***	1.2 : 1	16	 	 	 	 	 	
17:19:55	17.1	25	4.5	328	408	***	1 : 1.6	17	 	 	 	 	 	
17:19:57	17.3	20	3.8	381	400	***	4.3 : 1	18	 	 	 	 	 	
17:19:59	23.0	20	3.9	299	411	***	4.8 : 1	19	 	 	 	 	 	
17:20:00	21.2	20	3.7	289	400	***	5.0 : 1	20	 	 	 	 	 	
17:20:02	#57.3	18	4.3	34	420	***	7.1 : 1	21	 	 	 	 	 	
17:20:06	22.0	23	5.0	264	390	18	1 : 2.0	22	 	 	 	 	 	
17:20:07	21.7	23	3.8	401	394	18	4.2 : 1	22	 	 	 	 	 	
17:20:09	21.6	22	4.1	389	403	***	4.3 : 1	23	 	 	 	 	 	
17:20:11	21.8	24	4.0	395	403	***	4.2 : 1	25	 	 	 	 	 	
17:20:15	#31.0	24	5.0	615	399	***	1 : 2.0	25	 	 	 	 	 	
17:20:16	#27.2	12	4.3	680	397	21	2.5 : 1	25	 	 	 	 	 	
17:20:18	#48.9	8	4.0	170	421	***	5.6 : 1	28	 	 	 	 	 	
17:20:19	#51.1	8	4.1	98	425	***	4.7 : 1	30	 	 	 	 	 	
17:20:23	21.1	22	5.0	356	385	***	1 : 2.0	27	 	 	 	 	 	
17:20:25	21.7	23	3.9	403	398	18	4.2 : 1	27	 	 	 	 	 	
17:20:48	21.2	22	4.1	387	404	***	4.3 : 1	8	 	 	 	 	 	
17:20:49	20.8	22	4.1	366	403	***	***	10	 	 	 	 	 	
17:20:51	21.2	22	3.8	391	402	***	4.2 : 1	10	 	 	 	 	 	
17:20:53	21.1	22	4.0	390	403	***	4.5 : 1	12	 	0.96	 	 	 	
17:20:54	21.1	22	4.0	388	402	***	4.3 : 1	12	 	0.96	 	 	 	
17:20:56	21.1	22	4.1	387	403	***	4.3 : 1	12	 	0.95	 	 	 	
17:21:28	#4.0	22	4.5	414	403	***	***	2	 	0.95	 	 	 	
17:21:29	21.6	23	3.8	399	401	***	4.2 : 1	4	 	0.96	 	 	 	
17:21:31	21.4	22	4.0	382	404	***	4.3 : 1	6	 	0.96	 	 	 	
17:21:32	21.3	22	4.0	385	402	***	4.3 : 1	8	 	0.96	 	 	 	
17:21:34	21.4	22	4.1	386	402	***	4.3 : 1	10	 	0.96	 	 	 	
17:21:36	21.5	22	4.0	394	403	***	4.2 : 1	12	 	0.98	 	 	 	
17:21:38	#35.1	23	4.5	797	401	***	1.3 : 1	14	 	 	 	 	 	
17:21:41	#101	5	4.6	11.0	425	***	1 : 1.2	16	 	 	 	 	 	
17:21:45	21.6	23	4.8	334	382	18	1 : 2.0	18	 	 	 	 	 	
17:21:47	21.7	23	3.9	404	400	18	4.3 : 1	20	 	 	 	 	 	
17:21:48	21.3	22	4.0	389	403	***	4.5 : 1	22	 	 	 	 	 	
17:21:50	21.3	22	3.7	388	403	***	4.3 : 1	24	 	 	 	 	 	
17:21:52	21.3	22	3.8	388	403	***	4.3 : 1	26	 	 	 	 	 	
17:21:53	21.3	22	3.9	388	402	***	4.5 : 1	28	 	 	 	 	 	
17:21:55	21.3	22	3.9	387	402	***	4.5 : 1	30	 	0.96	 	 	 	
17:21:57	21.3	22	4.0	388	403	***	4.5 : 1	32	 	0.95	 	 	 	
17:21:58	21.3	22	3.7	389	403	***	4.3 : 1	31	 	0.95	 	 	 	
17:22:00	21.3	22	3.9	388	403	***	4.3 : 1	31	 	0.95	 	 	 	
17:22:02	21.3	22	3.8	391	403	***	4.3 : 1	31	 	0.95	 	 	 	
17:22:15	21.3	21	3.9	388	403	***	4.5 : 1	22	 	0.95	 	 	 	
17:22:17	20.3	21	3.8	378	402	***	***	23	 	0.95	 	 	 	
17:22:18	21.4	22	3.9	393	403	***	4.3 : 1	23	 	0.95	 	 	 	
17:22:36	21.7	22	4.5	389	402	***	1 : 13	6	 	0.95	 	 	 	
17:22:37	21.5	22	3.8	407	400	***	4.3 : 1	8	 	0.95	 	 	 	
17:22:39	21.1	22	3.8	386	404	***	4.5 : 1	10	 	0.95	 	 	 	
17:22:40	21.0	22	3.8	385	402	***	4.5 : 1	12	 	0.96	 	 	 	
17:22:42	21.0	22	3.9	388	402	***	4.5 : 1	14	 	0.96	 	 	 	
17:22:44	21.0	22	3.6	387	401	***	4.3 : 1	16	 	0.96	 	 	 	
17:22:45	21.0	22	3.6	388	403	***	4.3 : 1	18	 	0.96	 	 	 	
17:22:47	21.6	22	3.9	405	403	***	4.0 : 1	18	 	0.98	 	 	 	
17:22:49	#26.5	24	4.1	571	400	***	3.4 : 1	18	 	0.85	 	 	 	
17:22:51	#41.0	18	4.6	988	404	***	1.4 : 1	20	 	 	 	 	 	
17:22:53	23.4	18	3.8	275	429	***	4.7 : 1	22	 	 	 	 	 	
17:23:10	20.7	23	3.6	341	398	***	4.5 : 1	16	 	 	 	 	 	
17:23:11	17.2	25	3.5	361	378	***	***	18	 	 	 	 	 	
17:23:13	18.2	25	3.5	392	401	***	4.5 : 1	18	 	 	 	 	 	
17:23:31	18.2	25	4.0	391	404	***	1 : 13	6	 	 	 	 	 	
17:23:32	18.5	24	3.6	395	400	***	4.5 : 1	8	 	 	 	 	 	
17:23:34	18.6	25	3.8	379	404	***	4.8 : 1	10	 	 	 	 	 	
17:23:36	17.9	25	3.6	391	401	***	4.5 : 1	12	 	 	 	 	 	
17:23:37	18.2	25	3.7	390	403	***	4.6 : 1	14	 	 	 	 	 	
17:23:39	18.3	25	3.6	386	403	***	4.5 : 1	16	 	0.96	 	 	 	
17:23:41	18.0	25	3.8	387	402	***	4.6 : 1	18	 	0.97	 	 	 	
17:23:42	18.2	25	3.6	388	404	***	4.5 : 1	17	 	0.97	 	 	 	
17:23:44	18.2	25	3.6	388	403	***	4.6 : 1	17	 	0.98	 	 	 	
17:23:45	18.2	8	3.5	380	404	***	4.4 : 1	20	 	 	 	 	 	
17:23:48	***	8	4.3	684	656	***	1.7 : 1	22	 	 	 	 	 	
17:23:49	#58.7	10	4.7	262	703	***	2.3 : 1	24	 	 	 	 	 	
17:23:52	#29.9	31	4.7	898	410	***	1.1 : 1	26	 	 	 	 	 	
17:24:13	40.4	16	4.7	455	424	***	1 : 2.0	10	 	 	 	 	 	
17:24:15	38.0	12	4.5	283	383	7	***	11	 	 	 	 	 	
17:24:32	#33.2	15	5.3	398	399	***	1 : 11	3	 	 	 	 	 	
17:24:35	#52.0	15	4.5	582	402	***	1 : 1.1	6	 	 	 	 	 	
17:24:37	#106	15	4.4	1104	401	***	1.2 : 1	8	 	 	 	 	 	
17:24:39	#36.0	11	4.5	410	404	***	2.6 : 1	10	 	 	 	 	 	
17:24:41	#75.7	11	4.5	546	409	***	1.4 : 1	12	 	 	 	 	 	
17:24:43	***	7	0.2	0.0	415	***	12 : 1	14	 	 	 	 	 	
17:24:44	***	7	4.5	43	1334	***	5.6 : 1	16	 	 	 	 	 	
17:24:48	21.5	22	4.9	372	383	***	1 : 1.5	15	 	 	 	 	 	
17:24:49	25.7	24	4.5	565	399	***	2.5 : 1	16	 	 	 	 	 	
17:24:51	#27.8	15	3.9	246	428	***	4.4 : 1	17	 	 	 	 	 	
17:24:53	21.6	22	4.1	377	402	***	4.4 : 1	18	 	 	 	 	 	
17:24:54	21.4	22	4.2	388	402	***	4.5 : 1	19	 	 	 	 	 	
17:24:56	21.4	22	3.8	387	402	***	4.3 : 1	19	 	 	 	 	 	
17:24:57	21.4	22	4.0	388	402	***	4.3 : 1	20	 	 	 	 	 	
17:24:59	21.4	22	4.0	388	403	***	4.5 : 1	21	 	 	 	 	 	
17:25:01	21.4	22	3.8	388	403	***	4.3 : 1	21	 	 	 	 	 	
17:25:02	21.4	22	3.8	389	404	***	4.3 : 1	31	 	0.96	 	 	 	
17:25:04	21.4	22	3.8	388	403	***	4.3 : 1	32	 	0.96	 	 	 	
17:25:06	21.4	22	4.0	389	403	***	4.3 : 1	33	 	0.96	 	 	 	
17:25:07	21.4	22	4.1	388	403	***	4.5 : 1	34	 	0.96	 	 	 	
17:25:09	21.4	22	4.0	389	402	***	4.5 : 1	34	 	0.96	 	 	 	
